US,SN,Kvs.x - Coeff 0,Kvs.x - Coeff 1,Kvs.x - Coeff 2,Kvs.x - Coeff 3,Kvs.x - Coeff 4,Kvs.x - Coeff 5,xvs.K - Coeff 0,xvs.K - Coeff 1,xvs.K - Coeff 2,xvs.K - Coeff 3,xvs.K - Coeff 4,xvs.K - Coeff 5,IX1 - Coeff 0,IX1 - Coeff 1,IX1 - Coeff 2,IX1 - Coeff 3,IX1 - Coeff 4,IX1 - Coeff 5,IX2 - Coeff 0,IX2 - Coeff 1,IX2 - Coeff 2,IX2 - Coeff 3,IX2 - Coeff 4,IX2 - Coeff 5,IY1 - Coeff 0,IY1 - Coeff 1,IY1 - Coeff 2,IY1 - Coeff 3,IY1 - Coeff 4,IY1 - Coeff 5,IY2 - Coeff 0,IY2 - Coeff 1,IY2 - Coeff 2,IY2 - Coeff 3,IY2 - Coeff 4,IY2 - Coeff 6,MMFTEMP,GIRDERSN,BFWSN,TYPE,KOFFSET,R,XINMIN,XINMAX,PERIOD,30
1,2,3.4999180E+00,2.6908150E-03,-2.5952260E-05,-2.2793700E-06,-1.2147630E-07,1.4511380E-08,3.4194970E-02,3.7201020E+02,1.2021690E+03,5.0789780E+04,2.4536350E+06,2.3939710E+07,-1.4552540E+01,5.5213160E+00,2.4488830E-01,-2.0649200E-01,9.7572400E-03,1.1654150E-03,1.4594670E+01,4.8430160E+00,-2.3233570E+00,-4.0731680E-01,5.3251630E-02,3.1246030E-03,-1.0754340E+01,2.2559300E+00,1.6364020E+00,3.8983600E-02,-3.1658500E-02,-1.4239320E-03,-3.1553590E+01,-1.7885260E-01,3.5873350E+00,1.6837890E-01,-8.4603230E-02,-4.3021400E-03,19.98,7,37,1,3.50,1000000,-5.0,12.0,30
2,17,3.4997180E+00,2.7453590E-03,-4.5685730E-05,-3.0264400E-06,-3.2614600E-07,1.2144190E-09,8.7052880E-02,3.6329020E+02,2.7065280E+03,1.3034450E+05,4.6212150E+06,4.9062020E+07,-1.5428600E+00,3.2989820E+00,-1.3150240E+00,-2.0979970E-01,2.2420180E-02,2.0376560E-03,-9.4494730E+00,8.6476270E+00,4.3093530E-01,-3.1250350E-01,-1.3918800E-02,1.0555950E-03,-9.1633450E+00,-7.4734580E+00,1.7931730E+00,2.3123650E-01,-2.8681300E-02,-2.2104830E-03,-2.0511130E+01,-6.8265060E+00,1.4250240E+00,3.7032150E-01,-2.0790750E-02,-1.8751860E-03,19.88,24,11,1,3.50,3.87,-5.0,12.0,30
3,5,3.4991790E+00,2.6583300E-03,-4.5515350E-05,-2.8422070E-06,-1.9057730E-07,1.2574940E-08,3.0364190E-01,3.7929880E+02,2.8674440E+03,1.2671400E+05,4.4265040E+06,4.5410960E+07,-2.5050610E+01,3.2174640E+00,2.3084830E+00,-1.2198810E-01,-6.5296810E-02,-2.6271220E-03,-1.2036320E+01,-5.7572290E-01,4.8318410E+00,1.3773320E-01,-1.4926680E-01,-7.7103920E-03,7.6010190E+00,-6.8027070E-01,-1.0036730E+00,-8.2706000E-03,1.8063520E-02,1.4413790E-03,1.3507410E+01,-1.0083510E+01,-3.1057290E+00,1.9735620E-01,4.5066670E-02,2.1560360E-03,19.90,35,21,1,3.50,3.87,-5.0,12.0,30
4,34,3.4986510E+00,2.7506060E-03,-4.6728370E-05,-2.6522190E-06,-2.0096740E-07,6.9977210E-09,4.8514940E-01,3.6957590E+02,2.8923680E+03,1.1630570E+05,3.5331630E+06,3.3338320E+07,7.4819730E+00,-1.5444450E+00,1.9084120E+00,1.1125010E-01,-6.9297960E-02,-4.0101330E-03,-2.1496480E+01,-1.8811700E-01,4.5109210E+00,2.6338840E-01,-1.4598780E-01,-8.5055910E-03,7.9740440E-01,-8.4612730E+00,-1.2286350E+00,1.9807520E-01,3.6784380E-02,1.5258380E-03,-3.9079770E+00,-1.3888940E+01,-5.5536940E-01,4.0469960E-01,2.1651910E-02,4.9410530E-04,19.95,34,6,1,3.50,4.298,-5.0,12.0,30
5,19,3.4982080E+00,2.8006470E-03,-5.0850780E-05,-3.8085350E-06,-2.1434230E-07,1.3647660E-08,6.3614800E-01,3.6571020E+02,3.3004430E+03,1.5625310E+05,4.6303100E+06,4.2364580E+07,-8.4036410E+00,-3.2778240E-01,-3.2424100E-01,-3.8963410E-02,1.9445630E-02,1.5921960E-03,-4.0731190E+00,4.6441880E+00,-1.9751410E+00,-2.7163870E-01,3.1936270E-02,3.2422410E-03,-7.0610320E+00,-8.7212860E-01,-7.3462940E-01,-3.3302750E-03,2.3673300E-02,1.5778100E-03,-1.1971400E+01,-7.8578790E+00,-4.6615700E-01,1.7627990E-01,5.1812250E-02,3.3022400E-03,19.96,38,4,1,3.50,3.87,-5.0,12.0,30
6,30,3.4977680E+00,2.5702800E-03,-2.4921040E-05,-1.2617700E-06,-5.1497180E-07,-1.1303470E-08,8.5485380E-01,3.9769190E+02,2.7690430E+03,1.2733340E+05,5.2667780E+06,6.0624820E+07,2.6410700E+00,-3.1235720E+00,-6.0591460E-01,5.2484840E-03,2.7418750E-02,1.5147260E-03,-6.6711950E-02,-1.0910130E+00,-2.3435420E+00,-7.9894790E-02,5.6023470E-02,3.7956900E-03,6.4866240E+00,1.1638460E+00,1.0239180E-01,-1.0193430E-01,-7.1909030E-03,1.1158760E-04,1.5235240E+01,-8.3301790E+00,-1.5055990E+00,2.5674950E-01,2.3838150E-02,6.6245690E-04,19.99,17,26,1,3.50,3.87,-5.0,12.0,30
7,9,3.4973700E+00,2.8343630E-03,-2.5886530E-05,-2.2943430E-06,-5.4327070E-07,-1.2902630E-08,9.1605950E-01,3.6101110E+02,2.3462050E+03,1.1884510E+05,4.1768390E+06,4.2492880E+07,-3.4305950E+00,-1.2299500E+00,-2.3554640E-01,-9.1125020E-02,7.6754760E-03,6.7176480E-04,-1.4511800E+01,6.8859130E+00,-8.8500150E-01,-2.7873580E-01,3.0104180E-02,2.4298990E-03,-1.2830830E+01,-2.7573530E+00,1.1447580E-01,1.3008930E-01,1.7527780E-02,5.6877300E-04,-2.6701760E+01,-4.4036860E+00,6.7227960E-01,1.1517440E-01,1.8127900E-02,7.1584090E-04,19.92,20,5,1,3.50,4.298,-5.0,12.0,30
8,33,3.4967850E+00,2.6328220E-03,-2.9107970E-05,-4.6312060E-06,-2.7007220E-07,2.1249170E-08,1.2376250E+00,3.9208950E+02,3.1619290E+03,2.3278570E+05,8.1897480E+06,8.1188630E+07,-5.1180390E+00,2.4774910E-01,-2.1221040E-01,-5.2667650E-02,1.4006470E-02,8.0175890E-04,-9.9665260E-01,1.1885490E+01,-6.9451550E-01,-5.0934120E-01,5.3562460E-03,1.5582260E-03,-8.3331130E+00,-5.9971340E+00,1.4932020E+00,1.5963540E-01,-1.4208770E-02,-7.2998110E-04,-1.7332970E+01,-1.0290450E+01,3.7078040E-01,4.6682360E-01,-9.4764480E-03,-1.3310490E-03,19.93,33,31,1,3.50,3.87,-5.0,12.0,30
9,0,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,0.0000000E+00,20.00,31,29,0,0.00,3.87,-5.0,12.0,30
10,25,3.4958900E+00,2.6561790E-03,-5.3884350E-05,-2.6982600E-06,-1.8448340E-07,1.1490760E-08,1.5961120E+00,4.0951030E+02,5.2334850E+03,2.0360070E+05,5.0777960E+06,4.2727930E+07,-8.9760300E+00,3.1782350E+00,2.1238410E+00,4.5197770E-02,-5.4369100E-02,-3.6092600E-03,1.2659870E+01,2.6643210E+00,1.7811560E+00,7.1667810E-02,-8.4372740E-02,-5.9387610E-03,-3.4354360E+00,-6.9882360E+00,7.3888360E-01,2.3032140E-01,-2.9112670E-02,-2.9193290E-03,-2.2785580E+01,-7.3595270E+00,2.8846690E+00,6.4275620E-01,-6.9200010E-02,-7.0245760E-03,20.02,26,8,1,3.50,4.298,-5.0,12.0,30
